CourseNumber,Title,MinCredit,MaxCredit,Description
ANTH 116DOL  ,Cultures in Context,-1,5.0,"(SS, D) General study of the field of cultural anthropology, which studies humanity from a cross-cultural perspective and the field of linguistic anthropology which examines human verbal and non-verbal communication.  Writing assignments represent a significant component of coursework. Assesses Core Learning Outcomes 2, 3, 4."
ANTH 182A   ,Service Learning,-1,2.0,"Service Learning combines the opportunity of volunteerism with academic applications of social, economic, and political issues important to the local community.  Provides for real-life application of skills and knowledge that extends learning beyond the classroom and into the community.  May be repeated up to six credits. Assesses Core Learning Outcomes 2, 3, 4."
ANTH& 115HY  ,Our Place in Nature,-1,5.0,"(NS) General study of the field of archaeology, which explores human cultures through an examination of material remains and how archaeologists gather and use scientific data. Also this course is a general study of the field of biological anthropology, using evolutionary theory to explore human biological variation, the origins, major evolutionary trends, and modern taxonomic relationships of the nonhuman primates as well as the human fossil record in geological context of the last six million years of earth history. Writing assignments represent a significant component of coursework. Assesses Core Learning Outcomes 2, 3, 4."
ANTH& 115OL  ,Our Place in Nature,-1,5.0,"(NS) General study of the field of archaeology, which explores human cultures through an examination of material remains and how archaeologists gather and use scientific data. Also this course is a general study of the field of biological anthropology, using evolutionary theory to explore human biological variation, the origins, major evolutionary trends, and modern taxonomic relationships of the nonhuman primates as well as the human fossil record in geological context of the last six million years of earth history. Writing assignments represent a significant component of coursework. Assesses Core Learning Outcomes 2, 3, 4."
ANTH& 206DA   ,Cultural Anthropology,-1,5.0,"(C,SS,D,W)  Introduction to the study of culture and society using a cross-cultural perspective to gain better understanding of family life, kinship, economic, political, and religious systems in various societies around the world. Includes training in fundamentals of social and cultural anthropology. Writing assignments, which represent more than 50% of the coursework, are designed in compliance with the expectations for a W-designated course. Assesses Core Learning Outcomes 2, 3, 4."
ANTH& 216DOL  ,Northwest Coast Indians,-1,5.0,"(SS, D)  Overview of traditional native societies of the Northwest Coast from southern Alaska to northern California; significant features such as art, totemic crests, rank, religious beliefs, the potlatch, fishing and foraging are illustrated by comparisons and by selected ethnographic sketches; the contemporary situation in context of continuity with the past.  Writing assignments represent a significant component of coursework. Assesses Core Learning Outcomes 2, 3, 4."
ART 110A   ,Design I: 2 Dimensional,-1,5.0,"(HP) First in a sequence of courses to develop understanding, recognition and manipulation of the basic principles and elements of design as applied to two-dimensional art.  Faculty structured assignments focus on the use of line, shape, color, value, space, pattern, and texture as a point of departure for critical thinking and creative problem solving. Assesses Core Learning Outcome 1. Lab fee: $48.40."
ART 110B   ,Design I: 2 Dimensional,-1,5.0,"(HP) First in a sequence of courses to develop understanding, recognition and manipulation of the basic principles and elements of design as applied to two-dimensional art.  Faculty structured assignments focus on the use of line, shape, color, value, space, pattern, and texture as a point of departure for critical thinking and creative problem solving. Assesses Core Learning Outcome 1. Lab fee: $48.40."
ART 110S   ,Design I: 2 Dimensional,-1,5.0,"(HP) First in a sequence of courses to develop understanding, recognition and manipulation of the basic principles and elements of design as applied to two-dimensional art.  Faculty structured assignments focus on the use of line, shape, color, value, space, pattern, and texture as a point of departure for critical thinking and creative problem solving. Assesses Core Learning Outcome 1. Lab fee: $48.40."
ART 113A   ,Beginning Life Drawing,-1,3.0,"(HP) Introduction to figure drawing from live models including study of anatomy, proportion, use of line, value, shape, space, foreshortening and perspective as related to the figure through instructor-guided exercises. May be repeated two times for credit. Assesses Core Learning Outcome 1. Lab fee: $29.04."
ART 114A   ,Intermediate Life Drawing,-1,3.0,"(HP) Intermediate level of figure drawing from live models. Emphasizes investigation into the use of various media including color, use of the elements for expression, mastery of basic skills in proportion, and exploration of the styles and representation of the figure by artists throughout history and in contemporary art. Assesses Core Learning Outcome 1. Lab fee: $29.04."
ART 115B   ,Drawing I,-1,5.0,"(HP) Introductory course emphasizing principles and elements of the visual arts as seen in drawing. Development of observational drawing skills in the use of linear perspective, line, shape, value, space, proportion and scale. Primary medium used is charcoal. Faculty guided exercises including the role of drawing as a tool in other visual disciplines, style, history, and vocabulary. Assesses Core Learning Outcome 1.
Lab fee: $48.40."
ART 123A   ,Introduction to Studio Art,-1,5.0,"(HP) Introduction to studio work in a wide range of media for the student with little experience in the visual arts. Traditional and contemporary approaches to creating artwork combined with the study of visual language and culture. Course includes all forms of visual expression, the process of artistic creation and thought, and the role of visual culture in society and history. Gallery, studio, and museum visits may be included. Course is divided between lecture/discussion sessions and studio practice. May be repeated one time for credit. Assesses Core Learning Outcome 1. Lab fee: $48.40."
ART 124DHY1 ,Understanding World Art,-1,5.0,"(H,D)  Introduction to artwork from various under-represented world cultures in a wide range of media for the student with little experience in the visual arts. Traditional and contemporary approaches to creating artwork as practiced globally and historically combined with the study of visual language and culture in the medium, theme, subject or culture represented. Course includes all forms of visual expression, the process of artistic creation and thought, and the role of visual culture in society and history. Discussion and studies in forms of representation as examples of culturally based perceptions of time, space, self, identity, community and otherness. Assesses Core Learning Outcome 4."
ART 124DHY2 ,Understanding World Art,-1,5.0,"(H,D)  Introduction to artwork from various under-represented world cultures in a wide range of media for the student with little experience in the visual arts. Traditional and contemporary approaches to creating artwork as practiced globally and historically combined with the study of visual language and culture in the medium, theme, subject or culture represented. Course includes all forms of visual expression, the process of artistic creation and thought, and the role of visual culture in society and history. Discussion and studies in forms of representation as examples of culturally based perceptions of time, space, self, identity, community and otherness. Assesses Core Learning Outcome 4."
ART 124DMO  ,Understanding World Art,-1,5.0,"(H,D)  Introduction to artwork from various under-represented world cultures in a wide range of media for the student with little experience in the visual arts. Traditional and contemporary approaches to creating artwork as practiced globally and historically combined with the study of visual language and culture in the medium, theme, subject or culture represented. Course includes all forms of visual expression, the process of artistic creation and thought, and the role of visual culture in society and history. Discussion and studies in forms of representation as examples of culturally based perceptions of time, space, self, identity, community and otherness. Assesses Core Learning Outcome 4."
ART 195A   ,Foundation Portfolio Review,-1,2.0,"Portfolio review of students work upon successful completion of program core curricula courses.   Student works individually with an assigned program instructor in evaluating their submitted portfolio to determine their readiness for advanced level courses leading to an AFA degree. Assesses Core Learning Outcomes 1, 3."
ART 200A   ,Painting I,-1,5.0,"(HP)  Studio practice of fundamental painting skills through traditional imagery using the media of oil paint.  Technical information about the physical properties of paint, mediums, support and tools.  Language and understanding of the principles and elements of art as they apply to painting.  Manipulation of the media for representation including color theory, form, value, texture, shape and composition.  Faculty structured exercises to develop skills, style and expression.  Advanced courses include contemporary modes of painting, mixed media techniques, professional development and presentation. ART 110 Recommended. Assesses Core Learning Outcome 1. Lab fee: $48.40."
ART 201A   ,Painting II,-1,5.0,"(HP)  Studio practice of fundamental painting skills through traditional imagery using the media of oil paint.  Technical information about the physical properties of paint, mediums, support and tools.  Language and understanding of the principles and elements of art as they apply to painting.  Manipulation of the media for representation including color theory, form, value, texture, shape and composition.  Faculty structured exercises to develop skills, style and expression.  Advanced courses include contemporary modes of painting, mixed media techniques, professional development and presentation. Assesses Core Learning Outcome 1. Lab fee: $48.40."
ART 228DOL  ,The World of Japanese Manga/Anime,-1,5.0,"(H) Introduction to the history, culture and artists who developed Japanese Manga and Anime. Focuses on the historical influences, artists of the ""Golden Era"" and the cutting edge developments by modern day artists. Examines the cross inspiration between Japanese and Western artists to understand how international this art form has become. Assesses Core Learning Outcomes 1, 2, 4."
ART 230CS  ,Glassblowing I,-1,2.0,"(HP) Sequence of courses for the non-major designed to develop fundamental skills to manipulate the hot glass medium. Introduction to the language of the visual arts as it pertains to blown glass. Advanced courses include color application and the use of torches, bits and molds. Assesses Core Learning Outcome 1."
ART 231CS  ,Glassblowing II,-1,2.0,"(HP) Sequence of courses for the non-major designed to develop fundamental skills to manipulate the hot glass medium. Introduction to the language of the visual arts as it pertains to blown glass. Advanced courses include color application and the use of torches, bits and molds. Assesses Core Learning Outcome 1."
ART 240S   ,Printmaking I,-1,5.0,"(HP)  The first course in a sequence of four focused on the development of skills, principles, techniques and methods of printmaking. Develops use of the techniques of monotype, intaglio, and chine colle/collage. Emphasizes use of the press, inks and basic skills in the entire print process. Beginning study of printmaking techniques including monotype, intaglio, and chine colle/collage. Students develop skills in the print process, technical information, and the language of the printmaking medium. Assesses Core Learning Outcome 1. Lab fee: $48.40."
ART 241S   ,Printmaking II,-1,5.0,"(HP)  The second course in a sequence of four focused on the development of skills, principles, techniques and methods of printmaking. Develops use of the techniques of monotype, intaglio, and chine colle/collage. Emphasizes use of the press, inks and basic skills in the entire print process. Continued focus on the development of printmaking skills with emphasis on principles and elements of art as they apply to printmaking. Assesses Core Learning Outcome 1. Lab fee: $48.40."
ART 242S   ,Printmaking III,-1,5.0,"(HP)  The third course in a sequence of four focused on the development of skills, principles, techniques and methods of printmaking. Develops use of the techniques of monotype, intaglio, and chine colle/collage. Emphasizes use of the press, inks and basic skills in the entire print process. Development of advanced printmaking skills including drypoint, multiple plate printing, and chine colle/collage. Projects develop aesthetic style and attend to the students understanding of art making as applicable to printmaking. Assesses Core Learning Outcome 1. Lab fee: $48.40."
ART 243S   ,Printmaking IV,-1,5.0,"(HP)  The last course in a sequence of four focused on the development of skills, principles, techniques and methods of printmaking. Develops use of the techniques of monotype, intaglio, and chine colle/collage. Emphasizes use of the press, inks and basic skills in the entire print process. Final course in the printmaking sequence. Students develop projects and create a body of work through research on contemporary and historical print techniques. Emphasis on idea development. May be repeated two times for credit. Assesses Core Learning Outcome 1. Lab fee: $48.40."
ART 270S   ,Ceramics I,-1,5.0,"(HP) Sequence focusing on the development of the skills needed to manipulate the ceramic medium.  The use of various forming methods, technical information, and the language of the ceramic medium.  Principles and elements of art as they apply to ceramics.  Faculty-structured projects to develop physical skills, style, and an understanding of functional and sculptural aesthetics.  Advanced courses in wheel throwing, advanced glazing and firing techniques, and contemporary topics. ART 110 recommended. Assesses Core Learning Outcome 2. Lab fee: $70."
ART 271S   ,Ceramics II,-1,5.0,"(HP) The first course in a sequence of three focusing on the development of the skills needed to manipulate the ceramic medium.  The use of various forming methods, technical information, and the language of the ceramic medium.  Principles and elements of art as they apply to ceramics.  Faculty-structured projects to develop physical skills, style, and an understanding of functional and sculptural aesthetics.  Advanced courses in wheel throwing, advanced glazing and firing techniques, and contemporary topics. Assesses Core Learning Outcome 2. Lab fee: $70."
ART 272S   ,Ceramics III,-1,5.0,"(HP) The second course in a sequence of three focusing on the development of the skills needed to manipulate the ceramic medium.  The use of various forming methods, technical information, and the language of the ceramic medium.  Principles and elements of art as they apply to ceramics.  Faculty-structured projects to develop physical skills, style, and an understanding of functional and sculptural aesthetics.  Advanced courses in wheel throwing, advanced glazing and firing techniques, and contemporary topics. Assesses Core Learning Outcome 2. Lab fee: $70."
ART 275A   ,Ceramic Glaze Chemistry I,-1,3.0,(TE) Introduction to the materials and methods used in formulating glazes and clay bodies for studio ceramics. Students will learn the specific properties of ceramic materials and use them to create traditional and original ceramic surfaces. Level I will include experimental design and deal primarily with mid-range electric firing. Lab fee: $42.
ART 295HY  ,Professional Practices,-1,5.0,"Advanced course required for students nearing the completion of their Associate of Fine Arts degree in art, graphic design or photography or nearing completion of an Associate of Technical Arts in Interactive Web Design. Professional practices include portfolio design, development and editing. Focuses on self-assessment, development of personal style (or ""personal presentation"") and resume preparation. Assesses Core Learning Outcomes 1, 3. Lab fee: $104.50."
ART 297A   ,Gallery and Exhibit Technique,-1,2.0,"(TE) Instruction and practical experience in all aspects of the design and installation of exhibitions. Content includes curating, installation and de-installation of artwork, graphic design for posters and publications. Graphic design experience is preferred (GRA 110). Weekly time commitment includes two hours of classroom instruction and three hours of hands-on gallery supervision each week. May be repeated three times for credit. Limit 5 students. Assesses Core Learning Outcome 3."
ASL& 221CE  ,American Sign Language IV,-1,5.0,"(H) Continuation of ASL& 121, 122, 123. Sequence of three courses at the intermediate level focusing on developing ASL fluency. Focus on the ability to narrate events that occurred in the past, make suggestions and requests, talk about life events, describe weekend activities, ask about nationality and family names and narrate family immigration history. Assesses Core Learning Outcomes 1, 3, 4."
ASTR& 101A   ,Introduction to Astronomy,-1,5.0,"(NS-L)  Integrated laboratory/lecture course emphasizing observational techniques, the history and evolution of astronomical concepts, and the origin and composition of the solar system.  Lecture, video, and slide demonstrations, plus hands-on laboratory sessions and evening field observing sessions. Assesses Core Learning Outcome 2. Lab fee: $33.25."
ATM SA   ,101 Weather,-1,5.0,"(NS-L)  Earths atmosphere, with emphasis on weather observations and forecasting.  Use of meteorological instruments and weather maps.  Highs, lows, fronts, clouds, storms, jet streams, air pollution, and other features of the atmosphere.  The physical processes that govern weather-related phenomena.  Regional climate of the world and global climatic prediction and change. Assesses Core Learning Outcome 2. Lab fee: $42.25. Field trip fee: $15."
AVA 202A   ,Airframe Technology/Applied Science for Aviation Technician,-1,10.0,"Theory and Practice: Aviation theory: fluid lines and fittings, weight and balance, corrosion control, aircraft drawings, and general/powerplant review prior to FAA written, oral and practical examinations for powerplant rating.  Maintenance of wood structures, fabric coverings, painting and finishing.  Course included in FAA approved Part 147 curriculum. Assesses Core Learning Outcomes 2, 6.

Lab fee: $71.63."
AVA 202J   ,Airframe Technology/Applied Science for Aviation Technician,-1,10.0,"Theory and Practice: Aviation theory: fluid lines and fittings, weight and balance, corrosion control, aircraft drawings, and general/powerplant review prior to FAA written, oral and practical examinations for powerplant rating.  Maintenance of wood structures, fabric coverings, painting and finishing.  Course included in FAA approved Part 147 curriculum. Assesses Core Learning Outcomes 2, 6.

Lab fee: $71.63."
AVO 102S   ,Aircraft Electronic Fundamentals,-1,8.0,"Fundamentals, troubleshooting, and experiments with aircraft electronics; diodes; power supplies; rectifiers; voltage regulators; transistors; amplifiers; oscillators and multivibrator circuits; latches and flip-flops; transmitters; synchro systems; gyroscopes. Assesses Core Learning Outcomes 2, 6."
AVO 103S   ,Aircraft Wiring Systems,-1,2.0,"Fundamentals, troubleshooting, and repair of aircraft wiring, including acceptable standards for visual, electrical, and mechanical quality. Assesses Core Learning Outcomes 2, 3."
AVO 104S   ,Aircraft Fiber Optic Systems,-1,2.0,"Prepares participants to install, maintain, troubleshoot, and repair fiber optics in the aviation industry. Participants will learn to work safely with materials used in fiber optics, while learning to handle materials properly during the routing, installation, assembly, cleaning, troubleshooting, and repair processes. Assesses Core Learning Outcomes 2, 3, 6."
BIOL 105HY  ,Disease in Modern Society,-1,5.0,"(NS) General concepts of infectious disease, the process of science, and application of biology to human beings and society. For non-science majors. Assesses Core Learning Outcomes 1, 2, 3."
BIOL 105OL  ,Disease in Modern Society,-1,5.0,"(NS) General concepts of infectious disease, the process of science, and application of biology to human beings and society. For non-science majors. Assesses Core Learning Outcomes 1, 2, 3."
BIOL 107S   ,Life Science for Everybody,-1,5.0,"(NS-L) Hands-on exploration of how living things interact with each other and their environment to obtain energy and building blocks for growth. For non-science majors. Highly recommended for elementary education majors. Assesses Core Learning Outcomes 1, 2, 3. Lab fee: $82.50."
BIOL& 100B   ,Survey of Biology,-1,5.0,"(NS-L)  General concepts of living organisms, the process of science, and application of biology to human beings and society.  For non-science majors. Assesses Core Learning Outcomes 1, 2, 3. Lab fee: $33.25."
BIOL& 100MO  ,Survey of Biology,-1,5.0,"(NS-L)  General concepts of living organisms, the process of science, and application of biology to human beings and society.  For non-science majors. Assesses Core Learning Outcomes 1, 2, 3. Lab fee: $33.25."
BIOL& 211B   ,Majors Cellular,-1,5.0,"(NS-L) Principles of cellular biology as they apply to organisms. Prerequisite to BIOL&231, BIOL&232 and BIOL&260. Assesses Core Learning Outcomes 2, 3.
Lab fee: $33.25."
BIOL& 211C   ,Majors Cellular,-1,5.0,"(NS-L) Principles of cellular biology as they apply to organisms. Prerequisite to BIOL&231, BIOL&232 and BIOL&260. Assesses Core Learning Outcomes 2, 3.
Lab fee: $33.25."
BIOL& 211D   ,Majors Cellular,-1,5.0,"(NS-L) Principles of cellular biology as they apply to organisms. Prerequisite to BIOL&231, BIOL&232 and BIOL&260. Assesses Core Learning Outcomes 2, 3.
Lab fee: $33.25."
BIOL& 211LC1 ,Majors Cellular,-1,5.0,"(NS-L) Principles of cellular biology as they apply to organisms. Prerequisite to BIOL&231, BIOL&232 and BIOL&260. Assesses Core Learning Outcomes 2, 3.
Lab fee: $33.25."
BIOL& 211LC2 ,Majors Cellular,-1,5.0,"(NS-L) Principles of cellular biology as they apply to organisms. Prerequisite to BIOL&231, BIOL&232 and BIOL&260. Assesses Core Learning Outcomes 2, 3.
Lab fee: $33.25."
BIOL& 211PPS1 ,Majors Cellular: Problem Session,-1,1.0,"Problem session to accompany BIOL& 211. In-depth analysis of concepts and course content, lab report preparation. Non-transferable. Assesses Core Learning Outcomes 1, 2."
BIOL& 211PPS2 ,Majors Cellular: Problem Session,-1,1.0,"Problem session to accompany BIOL& 211. In-depth analysis of concepts and course content, lab report preparation. Non-transferable. Assesses Core Learning Outcomes 1, 2."
BIOL& 221A   ,Majors Ecology/Evolution,-1,5.0,"(NS-L) Mendelian genetics, evolution, biodiversity of life forms, and ecology.   First course of  three-quarter series.  For students intending to major in the sciences. Assesses Core Learning Outcomes 1, 2, 3, 6.
Lab fee: $42.25."
BIOL& 221B   ,Majors Ecology/Evolution,-1,5.0,"(NS-L) Mendelian genetics, evolution, biodiversity of life forms, and ecology.   First course of  three-quarter series.  For students intending to major in the sciences. Assesses Core Learning Outcomes 1, 2, 3, 6.
Lab fee: $42.25."
BIOL& 221PPS1 ,Majors Ecology/Evolution: Problem Session,-1,1.0,"Problem session to accompany BIOL& 221. In-depth analysis of concepts and course content, lab report preparation. Non-transferable. Assesses Core Learning Outcomes 1, 2."
BIOL& 223A   ,Majors Organismal Physiology,-1,5.0,"(NS-L) For students intending to major in the sciences.  Animal development and physiology, plant development and physiology, including photosynthesis. Final course of three-quarter series. Assesses Core Learning Outcomes 1, 2, 3, 6. Lab fee: $42.25."
BIOL& 232B   ,Human Physiology,-1,5.0,"(NS-L)  Detailed study of the functioning, integration and interrelationships of the following organ systems of the human body using lecture and lab exercises: Neurologic(Including Autonomic and Special Senses), Muscular, Endocrine, Cardiac, Circulatory, Renal, Reproductive (including Pregnancy, Development, Growth and Senescence), Immune, Hematologic, Respiratory. Assesses Core Learning Outcome 6. Lab fee: $42.25."
BIOL& 232C   ,Human Physiology,-1,5.0,"(NS-L)  Detailed study of the functioning, integration and interrelationships of the following organ systems of the human body using lecture and lab exercises: Neurologic(Including Autonomic and Special Senses), Muscular, Endocrine, Cardiac, Circulatory, Renal, Reproductive (including Pregnancy, Development, Growth and Senescence), Immune, Hematologic, Respiratory. Assesses Core Learning Outcome 6. Lab fee: $42.25."
BIOL& 260S   ,Microbiology,-1,5.0,"(NS-L)  Survey of microorganisms and their biological activities, with special emphasis on bacteria. Assesses Core Learning Outcomes 1, 2, 3, 6. Lab fee: $126.50."
BOT 115DA   ,Ethnobotany: Plants and People,-1,5.0,"(NS-L) Botanical and cultural aspects of interactions between plants and people from around the world. Assesses Core Learning Outcomes 1, 2, 3. Lab fee: $33.25."
BOT 115DB   ,Ethnobotany: Plants and People,-1,5.0,"(NS-L) Botanical and cultural aspects of interactions between plants and people from around the world. Assesses Core Learning Outcomes 1, 2, 3. Lab fee: $33.25."
BT 100HY  ,Beginning Keyboarding,-1,5.0,"Introduces keying-by-touch system emphasizing correct ergonomics. Development of speed and accuracy.  Includes techniques for editing, saving, opening and closing documents and application of skills to personal letters and reports. Assesses Core Learning Outcome 6."
BT 100MH  ,Beginning Keyboarding,-1,5.0,"Introduces keying-by-touch system emphasizing correct ergonomics. Development of speed and accuracy.  Includes techniques for editing, saving, opening and closing documents and application of skills to personal letters and reports. Assesses Core Learning Outcome 6."
BT 100OL  ,Beginning Keyboarding,-1,5.0,"Introduces keying-by-touch system emphasizing correct ergonomics. Development of speed and accuracy.  Includes techniques for editing, saving, opening and closing documents and application of skills to personal letters and reports. Assesses Core Learning Outcome 6."
BT 103HY  ,Grammar and Punctuation for Business,-1,2.0,Self-paced review of grammar and punctuation in a computer-mediated lab setting. Focuses on recognizing the parts of speech in the context of sentences. Emphasis is on improving basic writing skills with practice writing both sentences and paragraphs. Assesses Core Learning Outcome 3.
BT 103OL  ,Grammar and Punctuation for Business,-1,2.0,Self-paced review of grammar and punctuation in a computer-mediated lab setting. Focuses on recognizing the parts of speech in the context of sentences. Emphasis is on improving basic writing skills with practice writing both sentences and paragraphs. Assesses Core Learning Outcome 3.
BT 105OL  ,Keyboarding,-1,3.0,Improve keyboarding speed and accuracy through the use of programmed software which diagnoses student keyboarding problems and prescribes appropriate practice material. May be repeated one time. Assesses Core Learning Outcome 6.
